date,tmin,tmax,prcp,wdir,wspd,pres
2022-12-01,11.9,16.9,27.2,213.0,11.9,1011.4
2022-12-02,14.4,20.4,0.4,246.0,8.5,1008.4
2022-12-03,12.4,21.9,0.0,236.0,10.6,1007.7
2022-12-04,14.8,23.1,0.8,211.0,10.6,1008.9
2022-12-05,15.3,20.5,8.9,226.0,14.2,1009.4
2022-12-06,15.4,20.7,6.1,227.0,10.7,1016.1
2022-12-07,15.4,22.6,0.0,212.0,7.2,1011.4
2022-12-08,16.4,21.7,2.0,224.0,14.3,1007.3
2022-12-09,16.4,22.2,3.3,250.0,18.3,1008.8
2022-12-10,16.4,21.6,0.0,251.0,11.3,1015.8
2022-12-11,17.1,21.9,1.3,233.0,14.7,1016.0
2022-12-12,19.2,24.1,0.3,251.0,13.6,1017.2
2022-12-13,17.4,25.4,0.3,232.0,15.1,1016.5
2022-12-14,16.3,20.6,36.3,251.0,16.2,1011.8
2022-12-15,14.4,18.5,46.2,260.0,17.3,1009.6
2022-12-16,14.4,18.6,6.1,235.0,12.4,1013.5
2022-12-17,13.4,21.0,0.5,225.0,7.5,1018.9
2022-12-18,12.0,22.4,0.0,168.0,5.1,1022.4
2022-12-19,12.6,25.5,0.0,212.0,7.5,1024.0
2022-12-20,13.4,24.9,0.0,221.0,7.3,1025.6
2022-12-21,12.4,22.1,0.0,243.0,7.2,1028.0
2022-12-22,13.3,19.9,0.0,120.0,8.4,1027.6
2022-12-23,13.3,22.9,0.0,115.0,4.5,1025.6
2022-12-24,12.8,24.9,0.0,226.0,5.1,1023.2
2022-12-25,14.0,24.8,0.0,218.0,8.7,1020.6
2022-12-26,13.9,24.4,0.0,130.0,7.0,1022.1
2022-12-27,12.0,21.4,0.0,126.0,5.4,1024.5
2022-12-28,10.7,18.7,0.0,229.0,8.1,1024.9
2022-12-29,10.4,20.9,0.0,160.0,7.6,1026.3
2022-12-30,10.2,24.9,0.0,195.0,5.9,1025.9
2022-12-31,12.4,25.9,0.0,207.0,8.3,1025.1
2023-01-01,14.3,25.7,0.0,226.0,8.4,1023.5
2023-01-02,11.4,22.6,0.0,196.0,8.8,1024.4
2023-01-03,13.7,18.9,0.0,94.0,8.3,1026.9
2023-01-04,12.4,19.4,0.0,94.0,6.3,1027.6
2023-01-05,10.3,21.1,0.0,255.0,7.8,1025.1
2023-01-06,12.4,20.0,0.0,249.0,6.6,1025.4
2023-01-07,10.4,21.7,0.0,204.0,7.1,1026.9
2023-01-08,11.1,21.4,0.0,234.0,9.2,1028.1
2023-01-09,14.8,21.1,0.5,241.0,7.9,1029.4
2023-01-10,12.4,19.9,0.0,108.0,7.9,1029.6
2023-01-11,13.4,19.7,0.0,81.0,6.1,1028.9
2023-01-12,13.3,19.0,0.3,96.0,7.7,1027.0
2023-01-13,11.4,19.8,0.0,113.0,6.7,1026.7
2023-01-14,11.4,18.4,0.0,89.0,7.5,1026.2
2023-01-15,10.8,18.8,0.0,108.0,7.0,1026.3
2023-01-16,10.9,17.5,0.0,107.0,6.9,1026.6
2023-01-17,11.4,17.6,0.0,236.0,10.9,1021.2
2023-01-18,13.6,17.0,5.1,329.0,9.9,1020.4
2023-01-19,9.4,16.4,0.0,107.0,10.0,1025.1
2023-01-20,9.1,17.8,0.0,117.0,8.9,1024.8
2023-01-21,11.0,18.7,0.0,236.0,7.9,1022.1
2023-01-22,11.4,19.4,0.0,135.0,8.4,1020.8
2023-01-23,9.4,16.4,0.0,82.0,8.1,1019.6
2023-01-24,7.0,15.8,0.0,100.0,8.2,1019.1
2023-01-25,8.4,15.0,2.5,109.0,8.3,1020.6
2023-01-26,6.4,16.4,0.0,211.0,8.8,1023.0
2023-01-27,10.1,15.6,17.0,309.0,8.4,1018.7
2023-01-28,8.3,14.7,3.8,233.0,8.6,1018.5
2023-01-29,5.9,14.8,0.0,142.0,8.1,1019.6
2023-01-30,5.4,16.9,0.0,206.0,6.2,1019.9
2023-01-31,7.4,19.0,0.0,129.0,6.6,1023.5
2023-02-01,7.4,17.6,0.0,256.0,8.2,1025.1
2023-02-02,7.2,17.4,0.0,135.0,9.8,1025.3
2023-02-03,6.4,18.4,0.0,98.0,6.6,1025.7
2023-02-04,6.4,17.4,0.0,285.0,7.4,1026.1
2023-02-05,7.2,18.0,0.0,250.0,5.7,1025.8
2023-02-06,7.2,17.9,0.0,249.0,6.9,1021.7
2023-02-07,8.4,18.1,0.0,242.0,8.8,1017.2
2023-02-08,11.0,18.4,0.0,230.0,10.2,1018.6
2023-02-09,10.3,19.4,0.0,129.0,8.1,1021.6
2023-02-10,11.4,17.4,0.0,116.0,5.7,1020.6
2023-02-11,11.8,20.9,0.0,138.0,7.7,1020.6
2023-02-12,13.4,21.5,0.0,51.0,6.9,1022.3
2023-02-13,11.4,22.4,0.0,99.0,5.3,1022.4
2023-02-14,14.4,19.7,0.0,255.0,9.2,1023.1
2023-02-15,13.0,16.4,1.3,244.0,8.5,1020.4
2023-02-16,10.9,16.5,4.6,102.0,6.6,1020.5
2023-02-17,14.0,19.1,0.0,79.0,5.8,1017.6
2023-02-18,12.4,20.7,0.0,112.0,4.7,1018.7
2023-02-19,14.0,22.1,0.0,174.0,6.9,1018.0
2023-02-20,13.8,21.9,0.0,145.0,6.1,1017.4
2023-02-21,13.1,19.6,0.0,72.0,7.5,1018.8
2023-02-22,14.2,19.0,0.0,52.0,9.2,1018.7
2023-02-23,13.4,18.4,0.5,57.0,11.8,1014.3
2023-02-24,12.9,16.4,0.0,10.0,10.4,1012.5
2023-02-25,9.4,16.7,2.5,252.0,12.3,1013.9
2023-02-26,12.2,18.0,24.1,261.0,11.5,1011.7
2023-02-27,13.2,17.7,0.0,294.0,9.8,1017.7
2023-02-28,11.4,17.7,3.3,256.0,9.9,1020.9
2023-03-01,12.4,17.7,0.3,285.0,8.4,1019.5
2023-03-02,12.4,18.2,0.0,256.0,8.2,1019.2
2023-03-03,14.0,18.0,5.3,93.0,8.4,1018.1
2023-03-04,9.4,18.0,0.0,73.0,7.7,1018.3
2023-03-05,9.4,20.7,0.0,220.0,6.6,1017.4
2023-03-06,11.4,21.5,0.0,244.0,8.6,1017.0
2023-03-07,14.1,21.9,0.0,279.0,9.2,1017.3
2023-03-08,12.4,20.4,0.0,27.0,6.8,1018.2
2023-03-09,14.8,22.4,0.0,102.0,6.6,1021.2
2023-03-10,14.4,20.7,0.0,80.0,14.3,1023.6
2023-03-11,14.4,19.9,0.0,76.0,11.9,1023.7
2023-03-12,14.3,22.4,0.0,74.0,9.0,1020.1
2023-03-13,14.7,22.4,0.0,63.0,7.7,1020.7
2023-03-14,15.1,19.8,0.0,70.0,12.8,1020.9
2023-03-15,11.4,21.0,0.0,69.0,7.5,1014.5
2023-03-16,11.4,20.6,0.0,271.0,8.4,1012.9
2023-03-17,14.8,19.8,0.0,69.0,8.0,1017.2
2023-03-18,14.4,19.5,0.0,48.0,9.3,1019.3
2023-03-19,11.4,19.9,0.0,71.0,10.4,1018.9
2023-03-20,12.4,21.9,0.0,69.0,10.0,1016.4
2023-03-21,12.4,21.7,0.0,38.0,7.9,1016.2
2023-03-22,13.4,22.2,0.0,56.0,7.6,1015.7
2023-03-23,13.2,23.1,0.0,66.0,7.2,1016.2
2023-03-24,14.0,20.4,0.0,81.0,11.5,1021.3
2023-03-25,14.0,21.4,0.0,67.0,11.6,1021.6
2023-03-26,15.0,22.4,0.0,67.0,9.7,1020.9
2023-03-27,14.3,28.1,0.0,54.0,8.4,1018.7
2023-03-28,15.0,23.8,0.0,25.0,6.3,1017.3
2023-03-29,14.4,26.7,0.0,313.0,6.1,1019.6
2023-03-30,14.9,29.5,0.0,84.0,8.6,1024.5
2023-03-31,15.9,22.4,0.0,63.0,10.9,1025.3
2023-04-01,16.1,21.5,0.0,66.0,12.7,1024.9
2023-04-02,16.0,21.5,0.0,70.0,12.5,1021.6
2023-04-03,14.2,21.8,0.0,80.0,9.7,1015.3
2023-04-04,14.4,19.1,1.5,6.0,9.6,1010.9
2023-04-05,15.3,22.4,2.7,47.0,16.8,1004.8
2023-04-06,14.6,23.4,0.0,34.0,8.5,1008.6
2023-04-07,14.0,22.7,0.0,293.0,8.5,1011.4
2023-04-08,15.2,25.4,0.0,302.0,6.9,1013.9
2023-04-09,16.2,26.2,0.5,48.0,8.0,1018.7
2023-04-10,16.4,23.9,0.5,45.0,7.3,1022.8
2023-04-11,15.1,23.6,0.0,60.0,7.3,1022.6
2023-04-12,15.6,21.4,0.0,29.0,9.3,1020.5
2023-04-13,15.4,18.9,0.0,41.0,13.6,1020.7
2023-04-14,11.4,20.9,0.0,62.0,13.1,1020.2
2023-04-15,13.8,22.2,0.0,71.0,11.3,1018.4
2023-04-16,13.7,24.0,0.0,52.0,8.5,1011.4
2023-04-17,13.8,25.2,0.0,315.0,8.2,1006.4
2023-04-18,14.6,23.5,0.0,286.0,8.5,1004.5
2023-04-19,17.6,21.4,0.1,286.0,12.4,1008.1
2023-04-20,17.0,21.0,0.1,307.0,11.4,1011.1
2023-04-21,16.3,22.4,0.0,339.0,8.6,1010.7
2023-04-22,14.4,23.4,0.0,332.0,10.6,1013.6
2023-04-23,17.1,22.1,0.0,53.0,13.3,1014.9
2023-04-24,14.9,24.5,0.0,57.0,9.3,1015.2
2023-04-25,16.1,27.1,0.0,57.0,8.4,1014.5
2023-04-26,18.4,31.4,0.0,64.0,8.1,1012.1
2023-04-27,20.4,30.1,0.0,334.0,7.6,1011.6
2023-04-28,19.4,27.5,0.0,295.0,11.0,1014.5
2023-04-29,18.7,26.3,0.0,4.0,9.2,1019.1
2023-04-30,18.8,23.5,0.0,31.0,10.4,1017.3
2023-05-01,16.4,23.1,0.0,50.0,8.8,1015.5
2023-05-02,18.0,28.7,0.0,348.0,7.0,1011.4
2023-05-03,18.4,26.2,0.0,289.0,9.8,1015.1
2023-05-04,19.8,23.8,0.0,32.0,11.6,1020.1
2023-05-05,18.1,23.0,0.0,30.0,12.7,1018.3
2023-05-06,17.2,23.1,0.0,13.0,10.4,1018.1
2023-05-07,19.4,23.4,0.4,42.0,13.8,1018.6
2023-05-08,16.5,25.7,0.0,50.0,11.4,1019.9
2023-05-09,17.8,24.8,0.0,34.0,9.6,1020.6
2023-05-10,18.8,24.7,0.0,40.0,11.0,1017.9
2023-05-11,17.1,23.4,0.0,28.0,10.4,1015.0
2023-05-12,16.6,23.9,0.0,348.0,11.4,1013.7
2023-05-13,16.1,23.6,0.0,2.0,12.1,1015.4
2023-05-14,15.8,24.8,0.0,43.0,11.3,1018.7
2023-05-15,16.2,23.1,0.0,41.0,9.9,1018.7
2023-05-16,17.2,22.2,0.0,3.0,9.8,1013.8
2023-05-17,17.8,22.9,0.0,298.0,13.6,1012.2
2023-05-18,14.9,22.0,12.2,347.0,10.6,1014.3
2023-05-19,15.4,22.8,0.0,327.0,9.4,1016.6
2023-05-20,15.7,22.6,0.0,316.0,9.8,1013.4
2023-05-21,16.0,22.1,6.6,258.0,11.6,1009.8
2023-05-22,15.0,22.1,0.8,273.0,11.0,1011.6
2023-05-23,15.7,22.4,1.6,295.0,10.4,1012.5
2023-05-24,15.6,23.2,0.0,312.0,10.6,1014.0
2023-05-25,17.2,23.5,0.0,27.0,9.5,1014.9
2023-05-26,18.3,24.2,0.0,352.0,9.9,1013.8
2023-05-27,19.1,23.7,0.5,336.0,9.3,1015.3
2023-05-28,18.9,23.8,0.0,2.0,9.8,1017.2
2023-05-29,16.8,23.9,0.0,45.0,9.8,1016.2
2023-05-30,17.9,24.4,0.0,1.0,9.9,1018.0
2023-05-31,18.4,24.6,0.0,58.0,11.3,1015.5
2023-06-01,19.2,24.7,0.0,31.0,9.6,1011.5
2023-06-02,18.9,24.5,0.0,353.0,9.6,1010.7
2023-06-03,19.3,24.6,0.0,14.0,10.8,1012.0
2023-06-04,19.3,24.8,0.0,7.0,10.1,1013.2
2023-06-05,19.7,24.8,0.0,21.0,9.4,1013.1
2023-06-06,20.6,26.4,0.0,26.0,7.8,1009.6
2023-06-07,22.0,27.4,0.0,298.0,10.7,1010.7
2023-06-08,21.4,25.3,6.6,281.0,13.7,1011.5
2023-06-09,19.3,25.4,0.0,304.0,11.9,1014.2
2023-06-10,20.1,25.4,0.0,11.0,9.5,1015.6
2023-06-11,19.7,25.4,0.0,31.0,10.6,1015.9
2023-06-12,19.5,25.0,0.0,24.0,9.3,1015.2
2023-06-13,20.4,25.2,0.5,25.0,12.8,1015.5
2023-06-14,20.3,24.9,0.0,38.0,14.6,1015.3
2023-06-15,19.7,27.5,0.0,27.0,11.0,1013.8
2023-06-16,21.0,29.4,0.0,315.0,10.0,1012.8
2023-06-17,21.4,26.8,0.0,297.0,12.7,1012.3
2023-06-18,21.5,26.1,0.0,321.0,11.5,1012.6
2023-06-19,19.9,25.9,0.0,337.0,10.4,1012.7
2023-06-20,21.4,26.4,0.0,6.0,10.7,1013.4
2023-06-21,20.1,26.7,0.0,15.0,9.7,1015.0
2023-06-22,21.3,26.4,0.0,38.0,13.0,1017.6
2023-06-23,21.4,28.6,0.0,355.0,9.3,1015.5
2023-06-24,21.4,29.5,0.0,304.0,9.9,1012.3
2023-06-25,22.4,32.3,0.0,338.0,9.5,1011.8
2023-06-26,23.6,36.9,0.0,43.0,9.4,1011.8
2023-06-27,24.3,34.8,0.0,28.0,9.0,1012.7
2023-06-28,22.3,28.4,0.0,332.0,9.4,1014.0
2023-06-29,22.4,27.9,0.0,335.0,9.6,1016.7
2023-06-30,22.1,26.4,0.0,359.0,11.3,1017.1
2023-07-01,20.9,27.6,0.0,355.0,9.0,1014.2
2023-07-02,22.8,28.6,0.0,18.0,10.6,1014.2
2023-07-03,23.0,27.6,0.0,346.0,10.2,1016.6
2023-07-04,21.9,27.4,0.0,349.0,10.1,1018.1
2023-07-05,22.0,28.4,0.0,12.0,9.3,1016.4
2023-07-06,21.9,27.1,0.0,2.0,9.8,1013.8
2023-07-07,22.4,26.4,0.0,340.0,11.2,1015.3
2023-07-08,21.7,26.1,0.0,29.0,11.5,1018.3
2023-07-09,21.8,27.0,0.0,35.0,12.2,1018.0
2023-07-10,22.4,28.5,0.0,10.0,8.9,1016.4
2023-07-11,22.8,27.9,0.0,9.0,10.9,1015.9
2023-07-12,22.8,28.5,0.0,19.0,10.9,1016.5
2023-07-13,22.1,30.2,0.0,21.0,9.4,1016.6
2023-07-14,22.0,28.2,0.0,354.0,9.6,1016.6
2023-07-15,22.6,27.4,0.0,27.0,12.7,1016.8
2023-07-16,21.7,26.7,0.0,32.0,14.0,1014.0
2023-07-17,20.9,27.9,0.0,354.0,8.8,1013.5
2023-07-18,23.0,29.7,0.0,32.0,11.3,1016.5
2023-07-19,23.9,29.4,0.0,30.0,11.6,1017.4
2023-07-20,22.4,26.4,0.0,13.0,11.4,1017.4
2023-07-21,21.7,25.8,0.0,25.0,13.3,1016.6
2023-07-22,21.8,25.5,0.0,28.0,13.7,1015.9
2023-07-23,21.6,26.4,0.0,5.0,11.1,1015.0
2023-07-24,21.5,25.4,0.0,350.0,12.5,1016.7
2023-07-25,22.0,25.7,0.0,13.0,12.3,1017.3
2023-07-26,20.7,25.4,0.0,349.0,11.0,1016.9
2023-07-27,21.0,25.8,0.0,354.0,11.1,1017.0
2023-07-28,21.0,26.1,0.0,27.0,12.0,1014.9
2023-07-29,21.1,27.0,0.0,13.0,10.1,1015.0
2023-07-30,22.4,27.3,0.0,13.0,10.2,1017.7
2023-07-31,21.4,28.4,0.0,19.0,11.0,1018.9
2023-08-01,21.4,26.4,0.0,20.0,10.8,1017.6
2023-08-02,21.5,26.4,0.0,354.0,9.1,1015.8
2023-08-03,22.8,26.8,0.0,9.0,11.8,1016.1
2023-08-04,20.4,26.9,0.0,5.0,11.0,1014.8
2023-08-05,21.1,30.5,0.0,6.0,9.6,1011.0
2023-08-06,21.9,29.5,0.0,290.0,12.2,1010.6
2023-08-07,22.3,28.0,0.0,284.0,10.3,1012.3
2023-08-08,22.3,27.6,0.0,324.0,7.6,1013.4
2023-08-09,23.4,26.7,0.0,38.0,10.0,1016.1
2023-08-10,23.4,29.8,0.0,44.0,12.2,1018.3
2023-08-11,24.6,32.8,0.0,54.0,10.6,1017.8
2023-08-12,23.5,32.4,0.0,43.0,9.7,1016.7
2023-08-13,22.9,30.4,0.0,41.0,11.1,1014.5
2023-08-14,22.8,28.4,0.0,31.0,11.3,1013.8
2023-08-15,22.0,27.7,0.0,13.0,9.9,1014.3
2023-08-16,21.8,27.4,0.0,17.0,10.4,1015.2
2023-08-17,21.2,27.1,0.0,23.0,9.6,1015.2
2023-08-18,21.8,27.6,0.0,40.0,10.4,1015.3
2023-08-19,22.0,28.9,0.0,48.0,10.3,1015.7
2023-08-20,23.4,31.0,0.0,57.0,10.4,1015.0
2023-08-21,22.7,34.6,0.0,15.0,8.3,1013.3
2023-08-22,23.6,33.4,0.0,319.0,8.6,1010.1
2023-08-23,22.9,36.3,0.0,313.0,7.3,1010.8
2023-08-24,23.4,34.0,0.0,40.0,8.0,1012.0
2023-08-25,24.5,35.7,0.0,31.0,7.6,1012.0
2023-08-26,23.6,29.9,0.0,316.0,10.8,1013.6
2023-08-27,22.3,25.9,0.0,31.0,14.2,1017.9
2023-08-28,18.8,27.1,0.0,49.0,11.7,1016.8
2023-08-29,20.6,27.4,0.0,6.0,10.5,1013.8
2023-08-30,21.4,26.8,0.0,346.0,11.4,1013.4
2023-08-31,20.8,26.4,0.0,7.0,8.4,1014.8
2023-09-01,20.8,26.4,0.0,310.0,9.7,1016.2
2023-09-02,21.4,25.5,0.0,316.0,9.8,1013.9
2023-09-03,18.2,25.0,6.6,292.0,8.5,1009.4
2023-09-04,18.6,27.7,0.0,269.0,11.5,1013.3
2023-09-05,19.2,26.4,0.0,339.0,7.7,1015.3
2023-09-06,20.4,25.9,0.0,55.0,9.4,1014.7
2023-09-07,20.6,27.6,0.0,43.0,7.4,1015.5
2023-09-08,21.3,27.0,0.0,29.0,6.7,1015.2
2023-09-09,21.4,27.9,0.0,325.0,8.0,1015.5
2023-09-10,21.4,26.8,0.0,349.0,8.0,1016.1
2023-09-11,21.2,26.5,0.0,22.0,8.6,1016.4
2023-09-12,21.4,26.4,0.0,35.0,10.5,1015.8
2023-09-13,20.6,26.0,0.0,27.0,9.9,1015.0
2023-09-14,21.2,26.6,0.0,2.0,8.2,1013.0
2023-09-15,21.4,27.4,0.0,321.0,9.6,1013.1
2023-09-16,17.4,26.5,0.0,329.0,9.9,1012.2
2023-09-17,20.4,24.4,0.0,330.0,6.4,1015.1
2023-09-18,20.4,25.8,0.0,34.0,8.9,1017.7
2023-09-19,19.8,25.4,0.0,49.0,10.3,1017.3
2023-09-20,18.5,25.4,0.0,49.0,7.0,1016.8
2023-09-21,18.4,25.9,0.0,35.0,6.5,1016.4
2023-09-22,18.9,23.7,1.0,71.0,9.0,1016.2
2023-09-23,17.4,25.0,0.0,65.0,10.0,1016.0
2023-09-24,18.2,26.0,0.0,307.0,6.4,1015.6
2023-09-25,19.2,26.7,0.0,295.0,7.1,1016.4
2023-09-26,21.0,26.4,0.0,314.0,7.7,1016.6
2023-09-27,21.2,25.7,0.0,344.0,6.3,1015.9
2023-09-28,20.9,26.9,0.0,29.0,6.1,1014.4
2023-09-29,20.4,28.4,0.0,324.0,6.6,1015.5
2023-09-30,17.9,30.8,0.0,121.0,4.9,1017.5
2023-10-01,18.4,27.8,0.0,83.0,7.0,1018.0
2023-10-02,18.0,26.5,0.0,312.0,6.5,1018.0
2023-10-03,19.4,28.4,0.0,345.0,6.6,1018.6
2023-10-04,20.2,28.5,0.0,116.0,5.3,1018.9
2023-10-05,20.1,27.4,0.0,265.0,4.9,1018.2
2023-10-06,18.4,30.0,0.0,128.0,4.3,1017.8
2023-10-07,21.1,33.1,0.0,122.0,5.8,1017.8
2023-10-08,20.4,30.4,0.0,268.0,5.2,1017.8
2023-10-09,18.4,31.8,0.0,209.0,5.7,1018.1
2023-10-10,20.3,27.4,0.0,264.0,6.9,1017.8
2023-10-11,18.9,26.3,0.0,278.0,7.6,1018.1
2023-10-12,19.0,26.4,0.0,273.0,5.9,1017.5
2023-10-13,16.5,27.7,0.0,219.0,6.4,1019.4
2023-10-14,20.8,33.4,0.0,60.0,7.4,1020.5
2023-10-15,22.2,30.6,0.0,88.0,4.7,1017.8
2023-10-16,21.1,28.4,0.1,254.0,5.8,1013.1
2023-10-17,23.3,31.9,0.0,244.0,12.0,1011.0
2023-10-18,20.4,27.4,0.0,256.0,11.2,1014.7
2023-10-19,20.2,28.4,10.2,238.0,16.4,1010.3
2023-10-20,19.3,24.4,6.7,310.0,10.3,1010.9
2023-10-21,16.8,24.4,0.0,159.0,5.5,1010.1
2023-10-22,18.6,25.4,0.0,223.0,16.6,1004.5
2023-10-23,17.4,21.6,6.4,248.0,10.7,1012.6
2023-10-24,15.3,23.6,0.0,250.0,7.2,1019.8
2023-10-25,15.9,24.9,0.0,197.0,5.8,1020.9
2023-10-26,16.9,25.4,0.0,260.0,5.5,1018.8
2023-10-27,18.9,23.4,0.3,214.0,6.4,1016.6
2023-10-28,19.4,23.4,0.0,65.0,7.5,1014.3
2023-10-29,15.4,24.1,0.0,224.0,6.0,1010.4
2023-10-30,20.0,24.5,0.0,104.0,9.7,1011.5
2023-10-31,19.0,23.4,0.0,80.0,8.0,1013.3
2023-11-01,18.9,25.4,0.4,67.0,7.1,1020.1
2023-11-02,16.4,24.4,0.0,256.0,8.2,1020.4
2023-11-03,17.9,23.1,0.0,340.0,6.6,1019.3
2023-11-04,15.4,23.0,0.0,166.0,5.0,1015.0
2023-11-05,17.0,19.0,2.9,96.0,8.4,1015.6
2023-11-06,16.4,21.4,0.8,61.0,11.1,1019.9
2023-11-07,13.9,19.5,0.3,82.0,12.0,1024.2
2023-11-08,11.8,20.4,0.0,95.0,9.1,1023.7
2023-11-09,13.4,22.4,0.0,101.0,7.3,1023.1
2023-11-10,15.8,23.6,0.0,108.0,6.8,1022.9
2023-11-11,16.4,22.4,0.0,85.0,7.8,1022.7
2023-11-12,16.4,21.7,0.0,80.0,10.5,1022.2
2023-11-13,15.3,26.4,0.0,94.0,5.2,1022.5
2023-11-14,16.1,25.8,0.0,152.0,4.3,1023.4
2023-11-15,15.4,24.9,0.0,93.0,4.8,1022.9
2023-11-16,14.8,21.4,0.0,96.0,5.1,1023.5
2023-11-17,13.4,22.9,0.0,94.0,7.0,1023.0
2023-11-18,13.4,22.3,0.0,120.0,4.5,1022.4
2023-11-19,14.4,22.4,0.0,231.0,5.3,1020.5
2023-11-20,13.4,22.4,0.0,201.0,4.8,1021.6
2023-11-21,15.2,25.4,0.0,256.0,5.8,1022.7
2023-11-22,15.2,20.7,0.0,336.0,7.3,1020.1
2023-11-23,11.4,19.8,0.0,121.0,7.1,1018.5
2023-11-24,11.2,21.2,0.0,203.0,7.0,1018.5
2023-11-25,12.0,20.4,0.0,133.0,5.6,1017.3
2023-11-26,11.3,21.8,0.0,164.0,6.5,1018.4
2023-11-27,11.4,22.4,0.0,158.0,6.2,1020.6
2023-11-28,12.4,22.0,0.0,254.0,5.2,1017.9
2023-11-29,12.4,23.5,0.0,224.0,6.6,1015.0
2023-11-30,14.0,22.7,0.0,231.0,7.4,1011.2
2023-12-01,15.3,21.6,17.5,225.0,9.8,1010.2
2023-12-02,13.2,19.4,0.5,154.0,6.2,1019.4
2023-12-03,11.1,18.8,0.0,109.0,6.6,1020.6
2023-12-04,10.4,20.1,0.0,133.0,6.1,1020.3
2023-12-05,13.3,23.5,0.3,202.0,7.8,1014.9
2023-12-06,16.4,20.4,1.6,252.0,12.4,1016.3
2023-12-07,15.4,20.8,0.0,143.0,5.0,1022.3
2023-12-08,13.4,22.5,0.0,116.0,6.0,1025.9
2023-12-09,15.1,21.8,0.0,102.0,7.1,1026.2
2023-12-10,14.4,24.4,0.0,81.0,6.0,1024.6
2023-12-11,14.7,26.4,0.0,215.0,4.0,1022.8
2023-12-12,14.3,21.4,0.0,243.0,4.9,1022.4
2023-12-13,13.8,21.4,1.0,200.0,7.4,1022.4
2023-12-14,12.4,18.4,0.0,88.0,10.6,1025.5
2023-12-15,9.3,18.7,0.0,98.0,6.9,1025.9
2023-12-16,9.8,23.8,0.0,139.0,4.5,1026.6
2023-12-17,8.4,19.6,0.0,138.0,5.0,1028.7
2023-12-18,9.4,18.4,0.0,88.0,9.6,1029.4
2023-12-19,9.4,17.4,0.0,95.0,6.4,1029.9
2023-12-20,9.4,19.2,0.0,233.0,7.1,1030.2
2023-12-21,11.9,18.1,6.9,115.0,6.0,1025.6
2023-12-22,10.0,19.4,0.0,222.0,6.0,1025.3
2023-12-23,9.4,19.9,0.0,193.0,5.2,1025.1
2023-12-24,8.4,18.9,0.0,160.0,5.3,1024.7
2023-12-25,9.4,18.2,0.0,131.0,5.9,1023.5
2023-12-26,10.9,17.8,0.0,128.0,6.6,1022.5
2023-12-27,11.8,17.9,0.0,126.0,7.6,1022.4
2023-12-28,8.1,22.7,0.0,170.0,3.8,1023.4
2023-12-29,11.2,23.4,0.0,234.0,5.2,1023.1
