date,tmin,tmax,prcp,wdir,wspd,pres
2021-09-21,19.4,26.4,0.0,333.0,11.1,1014.5
2021-09-22,19.5,26.9,0.0,278.0,14.6,1012.7
2021-09-23,21.1,25.9,0.0,289.0,13.0,1012.7
2021-09-24,19.2,25.5,0.0,317.0,10.4,1015.1
2021-09-25,16.1,25.9,0.0,27.0,12.7,1018.6
2021-09-26,19.4,25.6,0.0,51.0,15.4,1020.0
2021-09-27,20.0,25.2,0.0,32.0,14.5,1021.1
2021-09-28,20.1,26.4,0.0,9.0,13.9,1021.4
2021-09-29,20.0,25.1,0.0,52.0,14.4,1020.4
2021-09-30,17.4,27.2,0.0,5.0,8.5,1019.1
2021-10-01,21.0,26.8,0.0,30.0,12.4,1018.6
2021-10-02,19.8,25.4,0.0,39.0,12.0,1017.8
2021-10-03,19.4,26.5,0.0,334.0,10.5,1018.0
2021-10-04,19.4,23.7,0.5,37.0,17.7,1019.8
2021-10-05,14.8,24.4,0.0,59.0,15.0,1019.1
2021-10-06,14.4,26.6,0.0,34.0,6.2,1017.9
2021-10-07,17.4,24.9,0.0,278.0,11.0,1015.9
2021-10-08,18.4,25.5,0.0,286.0,10.8,1016.3
2021-10-09,18.2,26.1,0.3,4.0,10.3,1015.6
2021-10-10,18.8,25.4,0.0,352.0,9.0,1013.2
2021-10-11,17.1,25.5,0.3,297.0,9.5,1012.0
2021-10-12,19.8,25.4,0.0,263.0,12.9,1014.6
2021-10-13,16.0,24.9,0.0,14.0,11.0,1015.9
2021-10-14,19.4,24.6,0.0,31.0,9.4,1015.8
2021-10-15,18.2,25.6,0.0,296.0,10.6,1017.1
2021-10-16,16.4,25.4,0.0,49.0,11.0,1018.2
2021-10-17,17.1,25.0,0.0,58.0,11.0,1017.9
2021-10-18,15.8,26.0,0.0,61.0,11.5,1017.9
2021-10-19,16.3,26.7,0.0,327.0,9.1,1017.4
2021-10-20,19.3,26.4,0.0,258.0,11.8,1019.0
2021-10-21,18.4,25.6,0.0,356.0,10.9,1020.2
2021-10-22,17.8,22.6,0.0,5.0,14.1,1018.9
2021-10-23,11.4,21.8,0.0,64.0,12.2,1018.0
2021-10-24,12.4,23.4,0.0,29.0,9.3,1018.4
2021-10-25,15.4,24.1,0.0,345.0,6.2,1017.4
2021-10-26,18.0,24.0,0.0,342.0,12.4,1016.6
2021-10-27,15.0,24.0,0.0,295.0,10.0,1016.0
2021-10-28,13.4,24.1,0.0,254.0,7.8,1015.8
2021-10-29,15.5,24.5,0.0,252.0,10.6,1017.4
2021-10-30,14.9,25.4,0.0,234.0,14.8,1018.8
2021-10-31,16.2,25.2,0.0,241.0,10.7,1021.7
2021-11-01,16.5,25.7,0.0,270.0,8.9,1021.1
2021-11-02,18.5,24.9,0.3,273.0,10.3,1018.2
2021-11-03,19.4,23.0,0.0,315.0,12.8,1015.8
2021-11-04,15.4,19.9,4.1,56.0,18.5,1016.4
2021-11-05,11.4,20.4,0.0,84.0,12.6,1019.7
2021-11-06,9.4,20.4,0.0,75.0,15.0,1021.0
2021-11-07,8.4,20.0,0.0,60.0,13.7,1020.6
2021-11-08,7.0,20.5,0.0,106.0,8.1,1019.6
2021-11-09,7.9,21.9,0.0,182.0,8.3,1017.3
2021-11-10,9.8,22.5,0.0,115.0,9.7,1016.9
2021-11-11,9.2,21.1,0.0,96.0,9.8,1018.2
2021-11-12,10.4,22.4,0.0,89.0,10.4,1016.1
2021-11-13,12.4,20.9,0.0,69.0,9.5,1014.1
2021-11-14,9.4,21.9,0.0,251.0,8.3,1015.3
2021-11-15,10.3,22.7,0.3,245.0,8.8,1018.5
2021-11-16,11.4,21.5,0.0,238.0,10.1,1015.4
2021-11-17,9.4,21.5,0.0,171.0,9.1,1013.8
2021-11-18,8.4,20.9,0.0,103.0,7.7,1013.4
2021-11-19,13.4,23.4,6.3,236.0,11.4,1013.7
2021-11-20,14.9,23.6,0.0,227.0,14.6,1017.7
2021-11-21,13.1,19.7,0.0,247.0,8.1,1016.6
2021-11-22,11.4,21.9,0.0,241.0,9.5,1014.7
2021-11-23,14.1,16.4,17.6,234.0,7.8,1015.5
2021-11-24,12.4,19.0,3.0,228.0,10.6,1018.5
2021-11-25,12.9,18.9,5.3,221.0,11.4,1015.6
2021-11-26,12.8,17.9,18.3,230.0,10.0,1013.1
2021-11-27,9.3,18.7,1.8,233.0,9.5,1016.0
2021-11-28,11.9,18.4,1.2,6.0,11.7,1023.2
2021-11-29,11.0,19.1,0.0,229.0,9.0,1027.1
2021-11-30,10.4,20.4,0.0,112.0,10.1,1025.5
2021-12-01,10.9,19.4,0.0,92.0,7.5,1025.6
2021-12-02,11.3,16.6,9.4,264.0,12.5,1020.7
2021-12-03,8.4,18.0,0.0,117.0,7.8,1024.9
2021-12-04,7.3,18.4,0.0,105.0,10.4,1027.5
2021-12-05,9.4,20.2,0.0,107.0,11.6,1027.5
2021-12-06,11.0,18.5,0.0,84.0,14.1,1027.2
2021-12-07,7.4,18.7,0.0,70.0,8.7,1024.6
2021-12-08,10.4,20.5,1.8,211.0,10.4,1025.4
2021-12-09,10.2,17.7,0.0,66.0,11.9,1027.7
2021-12-10,9.6,18.4,0.0,94.0,9.2,1027.4
2021-12-11,12.4,19.4,0.0,94.0,11.1,1023.5
2021-12-12,9.4,20.1,0.0,73.0,7.2,1021.0
2021-12-13,8.6,20.1,0.0,229.0,7.7,1021.5
2021-12-14,12.3,20.4,0.0,98.0,7.4,1019.9
2021-12-15,7.4,19.2,0.0,119.0,6.1,1017.0
2021-12-16,12.3,20.7,0.0,199.0,6.7,1017.3
2021-12-17,8.4,20.8,0.0,124.0,8.8,1020.2
2021-12-18,7.2,21.4,0.0,126.0,7.4,1019.7
2021-12-19,8.4,26.7,0.0,214.0,7.7,1017.1
2021-12-20,11.4,26.8,0.0,220.0,8.3,1019.6
2021-12-21,14.4,26.7,0.0,206.0,11.7,1018.3
2021-12-22,16.3,18.5,10.6,205.0,10.5,1019.8
2021-12-23,15.3,20.6,0.3,231.0,11.5,1019.8
2021-12-24,14.2,21.7,0.0,236.0,9.7,1016.8
2021-12-25,15.4,18.0,7.7,227.0,18.6,1014.5
2021-12-26,15.4,21.8,0.3,225.0,12.5,1018.6
2021-12-27,16.3,19.7,0.3,223.0,6.7,1021.8
2021-12-28,16.0,20.0,0.0,77.0,11.6,1024.8
2021-12-29,12.4,18.2,0.0,72.0,10.2,1023.5
2021-12-30,9.4,27.0,0.0,165.0,7.3,1022.3
2021-12-31,10.4,24.4,0.0,21.0,5.7,1023.4
2022-01-01,8.4,24.0,0.0,235.0,5.9,1025.3
2022-01-02,10.7,19.4,0.0,74.0,6.2,1027.3
2022-01-03,13.2,17.5,0.0,13.0,5.6,1025.6
2022-01-04,8.7,19.4,0.6,236.0,11.7,1023.2
2022-01-05,12.4,17.6,0.0,37.0,9.9,1023.9
2022-01-06,9.2,17.5,0.0,241.0,10.3,1022.5
2022-01-07,6.0,18.0,0.0,110.0,10.7,1024.2
2022-01-08,7.4,16.9,0.0,90.0,10.1,1026.1
2022-01-09,6.4,18.4,0.0,98.0,9.8,1026.6
2022-01-10,9.1,17.6,0.0,73.0,11.7,1022.7
2022-01-11,13.4,17.4,0.0,75.0,7.2,1018.8
2022-01-12,8.4,18.6,0.0,127.0,7.0,1020.1
2022-01-13,6.4,22.4,0.0,218.0,6.5,1022.0
2022-01-14,8.3,21.8,0.0,210.0,6.7,1024.5
2022-01-15,8.4,21.6,0.0,171.0,7.8,1025.6
2022-01-16,6.4,19.4,0.0,106.0,9.2,1026.3
2022-01-17,7.0,19.4,0.0,223.0,9.3,1026.7
2022-01-18,7.9,18.8,0.0,159.0,7.0,1026.6
2022-01-19,5.4,18.8,0.0,105.0,8.4,1026.7
2022-01-20,4.4,18.0,0.0,95.0,7.4,1023.5
2022-01-21,4.4,19.1,0.0,146.0,9.3,1020.3
2022-01-22,6.9,22.4,0.0,98.0,6.4,1018.6
2022-01-23,11.4,21.4,0.0,250.0,9.4,1019.1
2022-01-24,13.4,20.4,0.4,248.0,12.9,1020.3
2022-01-25,10.3,18.9,0.0,274.0,9.5,1019.8
2022-01-26,10.4,19.6,0.0,318.0,8.3,1018.2
2022-01-27,11.3,19.7,0.0,326.0,10.9,1018.9
2022-01-28,11.8,23.5,0.0,110.0,8.5,1019.4
2022-01-29,12.4,23.7,0.0,95.0,7.7,1021.1
2022-01-30,12.4,24.8,0.0,104.0,7.4,1022.0
2022-01-31,10.4,20.5,0.0,105.0,9.5,1024.5
2022-02-01,11.4,20.5,0.0,60.0,7.3,1025.8
2022-02-02,9.4,20.0,0.0,82.0,6.4,1023.6
2022-02-03,11.4,25.4,0.8,158.0,6.7,1023.2
2022-02-04,13.3,19.8,0.0,87.0,8.1,1023.3
2022-02-05,12.4,18.4,0.0,77.0,9.5,1023.0
2022-02-06,11.4,18.1,0.0,73.0,8.1,1022.5
2022-02-07,11.4,21.0,0.0,90.0,5.0,1021.3
2022-02-08,12.7,23.9,0.0,128.0,6.5,1022.1
2022-02-09,13.3,25.8,0.0,130.0,6.6,1024.1
2022-02-10,11.5,19.0,0.0,280.0,6.3,1024.4
2022-02-11,13.2,18.8,0.0,5.0,8.6,1023.9
2022-02-12,12.1,19.1,0.0,90.0,7.5,1022.9
2022-02-13,10.4,20.0,0.0,273.0,5.4,1022.0
2022-02-14,12.2,19.4,0.7,294.0,7.9,1023.5
2022-02-15,11.0,17.5,0.0,93.0,11.3,1027.0
2022-02-16,9.9,18.0,0.0,94.0,9.3,1029.9
2022-02-17,9.9,18.4,0.0,88.0,11.0,1026.1
2022-02-18,15.2,19.0,0.0,339.0,7.1,1021.0
2022-02-19,12.4,15.4,3.5,307.0,8.9,1021.6
2022-02-20,8.4,17.7,0.0,112.0,10.4,1021.9
2022-02-21,10.8,22.0,0.0,73.0,8.9,1022.5
2022-02-22,11.4,22.0,0.0,77.0,6.3,1021.9
2022-02-23,15.3,25.5,0.0,255.0,6.4,1018.7
2022-02-24,15.4,20.3,3.6,114.0,8.5,1017.6
2022-02-25,14.7,21.6,0.5,160.0,7.3,1014.6
2022-02-26,16.1,20.0,0.0,299.0,7.4,1013.7
2022-02-27,15.8,19.4,0.3,335.0,11.6,1016.6
2022-02-28,14.9,20.6,0.0,62.0,9.8,1020.6
2022-03-01,11.4,20.1,0.0,74.0,9.7,1021.7
2022-03-02,13.4,18.8,0.0,16.0,9.0,1023.9
2022-03-03,14.3,18.8,0.0,310.0,10.1,1023.9
2022-03-04,12.4,16.8,2.3,3.0,11.8,1023.5
2022-03-05,9.9,17.4,1.0,286.0,11.3,1019.7
2022-03-06,11.4,16.8,33.5,273.0,11.7,1012.6
2022-03-07,10.4,17.2,0.0,257.0,9.8,1016.4
2022-03-08,10.4,18.9,0.0,239.0,9.7,1020.3
2022-03-09,11.1,18.4,0.0,80.0,7.3,1019.5
2022-03-10,10.4,18.8,0.0,70.0,7.7,1020.6
2022-03-11,10.4,17.6,0.0,260.0,7.6,1019.9
2022-03-12,13.4,19.2,0.3,311.0,8.3,1020.0
2022-03-13,12.8,20.0,0.3,285.0,9.1,1015.9
2022-03-14,11.4,16.1,13.5,254.0,11.8,1006.0
2022-03-15,9.0,17.0,3.3,191.0,10.8,1006.7
2022-03-16,10.7,16.9,0.8,263.0,8.7,1013.0
2022-03-17,12.5,18.4,0.7,328.0,8.3,1017.0
2022-03-18,12.1,19.7,0.0,120.0,6.5,1017.8
2022-03-19,11.4,20.7,0.0,2.0,5.5,1015.8
2022-03-20,14.0,21.5,0.0,273.0,11.6,1014.8
2022-03-21,12.0,19.5,0.0,273.0,10.1,1018.7
2022-03-22,13.3,18.5,0.0,41.0,7.4,1018.3
2022-03-23,12.4,19.0,7.1,263.0,10.6,1013.2
2022-03-24,9.8,18.4,7.6,218.0,10.4,1009.8
2022-03-25,10.1,18.2,0.5,232.0,8.8,1010.8
2022-03-26,12.3,20.4,1.0,226.0,10.1,1012.6
2022-03-27,13.2,22.4,0.0,80.0,6.7,1013.1
2022-03-28,17.4,23.0,0.0,259.0,12.7,1011.6
2022-03-29,14.7,17.4,5.3,303.0,8.8,1010.4
2022-03-30,15.0,18.5,10.7,327.0,12.5,1012.8
2022-03-31,12.4,19.7,0.0,282.0,11.3,1016.4
2022-04-01,13.4,18.9,0.0,17.0,11.0,1017.3
2022-04-02,12.1,18.9,0.0,72.0,15.6,1011.9
2022-04-03,14.0,19.7,0.0,21.0,9.1,1005.1
2022-04-04,13.1,19.4,10.4,259.0,10.9,1001.7
2022-04-05,10.2,16.9,17.0,247.0,21.7,1009.5
2022-04-06,12.4,18.1,18.0,297.0,9.9,1019.6
2022-04-07,11.0,18.4,0.0,79.0,9.2,1023.2
2022-04-08,13.1,18.7,0.0,65.0,11.1,1023.2
2022-04-09,12.7,19.9,0.0,75.0,12.9,1018.7
2022-04-10,13.0,25.0,0.0,304.0,9.9,1011.1
2022-04-11,13.7,22.2,0.0,254.0,12.5,1011.3
2022-04-12,13.6,20.1,0.3,283.0,11.9,1014.0
2022-04-13,14.3,19.4,2.0,16.0,10.6,1016.0
2022-04-14,12.5,20.7,0.0,62.0,10.0,1017.5
2022-04-15,14.0,22.6,0.0,66.0,11.0,1018.2
2022-04-16,15.9,25.2,0.0,63.0,14.7,1017.5
2022-04-17,16.2,25.9,0.0,42.0,8.0,1016.7
2022-04-18,16.7,21.4,0.1,1.0,8.8,1016.2
2022-04-19,16.3,18.9,0.0,353.0,12.4,1017.8
2022-04-20,14.6,18.6,0.0,359.0,14.1,1018.0
2022-04-21,11.4,18.8,0.0,336.0,10.6,1016.0
2022-04-22,11.4,21.7,0.0,250.0,16.5,1009.9
2022-04-23,13.3,19.8,0.0,308.0,12.7,1013.5
2022-04-24,12.5,19.8,0.0,43.0,10.1,1014.1
2022-04-25,12.7,19.9,0.0,56.0,10.6,1012.3
2022-04-26,15.2,20.0,0.0,47.0,11.5,1013.7
2022-04-27,14.4,20.2,0.0,57.0,10.2,1018.1
2022-04-28,15.4,20.4,0.0,27.0,13.5,1019.4
2022-04-29,14.7,21.6,0.0,62.0,13.5,1018.1
2022-04-30,15.7,22.7,0.0,56.0,11.2,1018.4
2022-05-01,15.6,23.9,0.0,13.0,9.6,1020.1
2022-05-02,16.4,19.7,0.0,356.0,8.9,1019.1
2022-05-03,15.0,18.9,10.2,324.0,9.6,1013.9
2022-05-04,13.6,21.2,0.0,312.0,9.8,1015.6
2022-05-05,13.8,21.9,0.0,68.0,11.4,1019.4
2022-05-06,16.4,24.6,0.0,68.0,10.9,1019.7
2022-05-07,16.1,24.5,0.0,44.0,8.2,1018.5
2022-05-08,16.2,25.4,0.0,57.0,8.9,1016.1
2022-05-09,16.4,27.4,0.0,35.0,7.6,1015.4
2022-05-10,17.2,27.6,0.0,52.0,8.4,1014.8
2022-05-11,17.3,27.1,0.0,289.0,10.6,1014.4
2022-05-12,22.9,31.0,0.3,296.0,10.6,1015.1
2022-05-13,17.7,25.6,0.0,295.0,11.0,1016.9
2022-05-14,19.0,23.4,0.0,301.0,9.6,1017.6
2022-05-15,17.1,24.5,0.0,316.0,8.6,1019.4
2022-05-16,17.8,22.9,0.0,54.0,11.4,1020.4
2022-05-17,18.0,23.7,0.0,44.0,11.8,1019.0
2022-05-18,18.3,24.4,0.0,2.0,9.4,1015.9
2022-05-19,18.7,25.5,0.0,22.0,8.7,1013.4
2022-05-20,18.7,26.9,0.0,297.0,10.9,1011.8
2022-05-21,19.8,23.1,0.0,319.0,11.1,1016.6
2022-05-22,19.3,23.1,0.0,27.0,13.0,1017.7
2022-05-23,18.7,22.9,0.0,39.0,13.6,1014.6
2022-05-24,19.0,22.1,0.0,11.0,12.6,1016.1
2022-05-25,17.2,23.1,0.0,27.0,12.3,1017.6
2022-05-26,17.2,24.9,0.0,33.0,9.0,1016.0
2022-05-27,17.3,26.6,0.0,321.0,7.9,1015.5
2022-05-28,19.0,24.4,0.0,292.0,10.3,1014.8
2022-05-29,17.9,23.9,0.0,283.0,13.7,1013.5
2022-05-30,16.9,24.4,0.0,291.0,11.0,1013.2
2022-05-31,18.0,24.8,0.0,311.0,7.6,1014.0
2022-06-01,18.4,27.4,0.0,291.0,9.7,1016.6
2022-06-02,18.9,25.2,0.0,309.0,9.3,1016.6
2022-06-03,18.7,24.4,0.0,326.0,8.8,1016.8
2022-06-04,19.0,23.9,0.0,16.0,11.6,1019.0
2022-06-05,19.3,24.0,0.0,44.0,15.5,1020.5
2022-06-06,19.5,25.4,0.0,34.0,12.7,1019.6
2022-06-07,19.2,24.4,0.0,358.0,10.0,1019.7
2022-06-08,19.4,25.4,0.0,14.0,11.2,1019.4
2022-06-09,21.0,25.8,0.0,39.0,12.1,1016.2
2022-06-10,20.0,26.5,0.0,309.0,9.2,1013.6
2022-06-11,20.0,27.5,0.0,289.0,10.2,1012.4
2022-06-12,20.4,29.2,0.0,302.0,9.7,1014.0
2022-06-13,22.0,27.0,0.0,325.0,10.1,1013.9
2022-06-14,21.8,26.9,0.0,7.0,9.0,1014.2
2022-06-15,21.3,23.7,2.3,350.0,11.4,1015.3
2022-06-16,21.0,24.4,0.5,21.0,9.7,1017.2
2022-06-17,20.5,25.4,0.0,40.0,14.2,1016.9
2022-06-18,20.8,25.4,0.0,30.0,12.9,1016.8
2022-06-19,19.7,24.9,0.0,24.0,10.6,1014.8
2022-06-20,20.7,24.4,0.0,24.0,13.2,1015.4
2022-06-21,19.7,23.8,0.0,19.0,11.8,1015.9
2022-06-22,18.9,24.0,0.0,358.0,10.6,1016.7
2022-06-23,19.1,24.9,0.0,4.0,10.6,1017.5
2022-06-24,19.6,24.7,0.0,33.0,11.7,1018.4
2022-06-25,20.1,24.4,0.0,26.0,13.8,1015.7
2022-06-26,19.9,23.6,0.0,15.0,15.4,1015.2
2022-06-27,19.4,22.8,0.0,26.0,15.3,1018.5
2022-06-28,17.7,24.4,0.0,16.0,13.2,1017.9
2022-06-29,18.6,24.4,0.0,3.0,12.6,1016.8
2022-06-30,19.4,23.4,0.0,359.0,14.0,1015.3
2022-07-01,18.7,24.4,0.0,358.0,10.4,1013.7
2022-07-02,18.9,24.7,0.0,314.0,13.5,1016.5
2022-07-03,19.8,24.9,0.0,351.0,10.7,1019.4
2022-07-04,20.6,23.8,0.0,39.0,11.5,1018.6
2022-07-05,20.4,24.4,0.0,24.0,10.1,1019.0
2022-07-06,20.3,24.6,0.0,46.0,13.0,1019.1
2022-07-07,19.8,26.2,0.0,40.0,12.0,1018.1
2022-07-08,20.8,30.8,0.0,12.0,8.3,1016.4
2022-07-09,20.8,31.6,0.0,2.0,6.6,1014.6
2022-07-10,20.8,35.4,0.0,311.0,6.7,1012.4
2022-07-11,20.6,33.0,0.0,321.0,8.9,1009.3
2022-07-12,22.0,27.5,0.0,310.0,10.9,1012.2
2022-07-13,21.9,28.4,0.0,346.0,10.1,1014.8
2022-07-14,22.8,27.9,0.0,349.0,10.1,1013.8
2022-07-15,22.2,27.4,0.0,320.0,10.5,1012.6
2022-07-16,22.1,26.9,0.0,344.0,10.6,1013.1
2022-07-17,22.4,26.5,0.0,5.0,11.1,1015.1
2022-07-18,22.4,26.1,0.0,26.0,13.2,1016.7
2022-07-19,22.1,28.4,0.0,41.0,13.5,1016.6
2022-07-20,22.0,29.4,0.0,44.0,11.3,1015.1
2022-07-21,23.0,29.6,0.0,42.0,11.6,1014.5
2022-07-22,23.4,30.0,0.0,33.0,9.6,1013.3
2022-07-23,23.1,30.7,0.0,20.0,8.6,1013.8
2022-07-24,24.4,32.7,0.0,33.0,10.4,1013.5
2022-07-25,25.9,32.9,0.0,11.0,9.3,1015.2
2022-07-26,23.8,30.9,0.0,12.0,10.2,1016.5
2022-07-27,22.0,27.1,0.0,19.0,12.0,1016.3
2022-07-28,20.9,26.4,0.0,1.0,10.6,1013.6
2022-07-29,21.9,27.0,0.0,357.0,10.8,1013.9
2022-07-30,21.8,27.5,0.0,22.0,11.0,1013.6
2022-07-31,23.2,28.4,0.0,22.0,8.6,1013.2
2022-08-01,22.2,29.7,0.0,29.0,10.0,1013.0
2022-08-02,22.6,28.6,0.0,27.0,10.3,1012.3
2022-08-03,23.2,26.7,0.0,9.0,11.4,1012.6
2022-08-04,21.6,25.9,0.0,14.0,10.2,1012.7
2022-08-05,21.8,26.7,0.0,21.0,10.4,1014.1
2022-08-06,21.8,26.6,0.0,40.0,9.7,1016.0
2022-08-07,21.8,26.4,0.0,28.0,10.6,1016.4
2022-08-08,22.3,26.7,0.0,21.0,10.7,1015.8
2022-08-09,22.2,25.9,0.0,15.0,11.3,1015.3
2022-08-10,21.5,25.6,0.0,10.0,10.3,1014.7
2022-08-11,19.0,26.0,0.0,37.0,11.2,1014.2
2022-08-12,21.9,26.6,0.0,45.0,11.7,1012.9
2022-08-13,22.4,28.5,0.0,9.0,11.3,1012.4
2022-08-14,22.6,26.8,0.0,11.0,11.5,1014.2
2022-08-15,21.8,26.6,0.0,27.0,11.4,1014.3
2022-08-16,20.4,26.4,0.0,25.0,11.5,1013.2
2022-08-17,21.2,25.8,0.0,25.0,12.5,1013.9
2022-08-18,18.7,26.6,0.0,45.0,11.9,1013.3
2022-08-19,20.1,28.9,0.0,22.0,7.7,1012.8
2022-08-20,22.2,32.7,0.0,342.0,7.0,1014.4
2022-08-21,20.9,29.6,0.0,32.0,11.7,1015.4
2022-08-22,21.8,27.4,0.0,12.0,10.9,1013.2
2022-08-23,21.4,26.7,0.0,5.0,9.6,1012.5
2022-08-24,22.3,25.9,0.0,6.0,11.5,1014.3
2022-08-25,22.2,26.5,0.0,27.0,11.4,1015.0
2022-08-26,22.0,26.2,0.0,19.0,11.4,1013.0
2022-08-27,21.8,24.5,0.0,7.0,10.5,1011.1
2022-08-28,20.6,25.9,0.0,28.0,10.2,1010.9
2022-08-29,21.7,26.0,0.0,45.0,10.7,1014.0
2022-08-30,21.8,25.8,0.3,43.0,12.2,1017.5
2022-08-31,21.7,27.1,0.0,49.0,11.7,1017.7
2022-09-01,21.8,27.0,0.0,45.0,10.3,1015.9
2022-09-02,21.9,25.8,0.0,31.0,12.0,1016.1
2022-09-03,21.6,25.8,0.0,43.0,11.8,1016.3
2022-09-04,19.4,25.6,0.0,53.0,10.6,1018.6
2022-09-05,19.0,25.4,0.0,58.0,13.1,1020.8
2022-09-06,20.3,25.0,0.0,51.0,11.8,1019.8
2022-09-07,19.4,25.9,0.0,39.0,10.1,1017.7
2022-09-08,20.2,25.8,0.0,43.0,12.7,1017.1
2022-09-09,21.2,26.4,0.0,39.0,12.3,1017.3
2022-09-10,22.2,26.2,0.0,36.0,10.2,1016.4
2022-09-11,22.0,27.4,0.0,19.0,8.0,1012.9
2022-09-12,20.7,26.4,0.0,282.0,8.7,1010.7
2022-09-13,22.8,26.9,0.0,262.0,11.2,1011.8
2022-09-14,20.1,26.1,0.0,303.0,10.2,1013.9
2022-09-15,19.9,26.4,0.0,330.0,9.0,1015.8
2022-09-16,20.9,26.4,0.1,39.0,10.8,1014.3
2022-09-17,20.4,25.6,0.0,27.0,8.7,1010.8
2022-09-18,21.1,25.9,0.0,15.0,9.2,1009.1
2022-09-19,20.4,26.6,0.0,340.0,8.1,1013.2
2022-09-20,21.7,26.6,0.0,23.0,9.2,1015.4
2022-09-21,22.0,26.6,0.0,23.0,9.0,1016.2
2022-09-22,22.3,26.4,0.0,36.0,9.9,1016.7
2022-09-23,21.9,26.6,0.0,37.0,9.5,1015.5
2022-09-24,21.4,26.7,0.0,358.0,9.0,1015.0
2022-09-25,21.0,24.2,0.0,338.0,10.1,1013.6
2022-09-26,18.8,24.4,0.0,326.0,9.0,1015.6
2022-09-27,17.6,24.8,0.0,341.0,7.9,1019.8
2022-09-28,17.4,24.5,0.0,342.0,8.1,1019.4
2022-09-29,19.4,24.4,0.0,6.0,9.6,1016.5
2022-09-30,18.6,23.4,0.0,18.0,10.7,1015.0
2022-10-01,17.3,25.8,0.0,73.0,11.0,1016.6
2022-10-02,19.6,32.4,0.0,50.0,6.6,1015.9
2022-10-03,20.5,31.4,0.0,101.0,7.4,1019.9
2022-10-04,19.6,27.0,0.0,49.0,7.9,1019.7
2022-10-05,19.1,26.6,0.0,29.0,5.8,1018.9
2022-10-06,19.4,26.7,0.0,33.0,6.0,1016.5
2022-10-07,19.4,26.6,0.0,341.0,6.3,1013.6
2022-10-08,20.5,25.4,0.0,5.0,7.3,1012.6
2022-10-09,20.0,24.9,0.0,344.0,7.5,1015.0
2022-10-10,19.4,24.8,0.0,348.0,6.2,1017.6
2022-10-11,19.0,25.0,0.0,277.0,8.9,1015.8
2022-10-12,17.4,23.7,0.7,1.0,6.8,1016.2
2022-10-13,18.4,26.1,0.0,46.0,8.6,1017.9
2022-10-14,18.4,27.5,0.0,55.0,6.3,1017.4
2022-10-15,18.8,28.5,0.0,40.0,5.6,1015.9
2022-10-16,20.2,28.1,0.0,207.0,6.0,1014.2
2022-10-17,19.6,30.4,0.0,353.0,4.9,1017.4
2022-10-18,20.6,28.5,0.0,42.0,6.8,1020.5
2022-10-19,19.4,28.4,0.0,331.0,5.5,1019.1
2022-10-20,18.4,25.6,0.0,294.0,6.2,1016.3
2022-10-21,17.9,27.1,0.0,67.0,6.5,1017.1
2022-10-22,18.9,27.5,0.0,292.0,7.8,1015.9
2022-10-23,18.4,26.5,0.0,23.0,7.2,1017.1
2022-10-24,17.8,31.4,0.0,73.0,5.2,1016.0
2022-10-25,21.2,28.5,0.0,92.0,8.8,1016.0
2022-10-26,20.6,35.8,0.0,109.0,4.0,1016.0
2022-10-27,21.2,34.9,0.0,168.0,8.3,1019.2
2022-10-28,19.8,34.1,0.0,135.0,8.3,1019.8
2022-10-29,20.1,33.9,0.0,160.0,7.7,1017.7
2022-10-30,20.1,28.5,0.0,123.0,5.2,1017.0
2022-10-31,18.9,27.9,0.0,300.0,9.5,1018.6
2022-11-01,19.8,24.0,0.0,64.0,5.3,1021.7
2022-11-02,18.4,23.8,0.0,74.0,7.7,1021.8
2022-11-03,17.1,23.4,0.0,87.0,7.6,1022.6
2022-11-04,16.4,22.8,0.0,79.0,7.5,1022.0
2022-11-05,17.3,23.9,0.0,84.0,8.6,1020.2
2022-11-06,18.0,23.9,0.0,73.0,7.1,1019.9
2022-11-07,16.4,23.4,0.0,38.0,6.5,1019.4
2022-11-08,15.4,22.0,0.0,101.0,5.4,1019.0
2022-11-09,14.0,24.7,0.0,120.0,6.4,1020.1
2022-11-10,16.2,22.8,0.0,88.0,7.9,1019.1
2022-11-11,14.4,23.9,0.0,337.0,6.4,1015.6
2022-11-12,14.4,25.7,0.0,195.0,5.5,1016.8
2022-11-13,15.4,28.3,0.0,238.0,6.4,1019.4
2022-11-14,17.9,27.4,0.0,265.0,8.4,1021.3
2022-11-15,15.4,26.8,0.0,241.0,5.2,1021.3
2022-11-16,16.4,23.8,0.0,251.0,8.7,1020.1
2022-11-17,17.2,23.1,0.0,260.0,8.8,1019.2
2022-11-18,16.4,23.4,5.9,285.0,9.8,1019.9
2022-11-19,14.1,22.9,6.1,49.0,7.8,1024.7
2022-11-20,12.4,20.8,0.0,113.0,9.0,1026.1
2022-11-21,13.4,21.5,0.0,125.0,5.7,1025.8
2022-11-22,15.4,23.4,0.0,266.0,7.1,1024.5
2022-11-23,14.4,22.4,0.0,114.0,6.2,1022.3
2022-11-24,14.4,21.9,0.0,93.0,5.8,1020.4
2022-11-25,15.4,22.5,0.0,107.0,8.8,1022.7
2022-11-26,14.4,22.2,0.0,84.0,6.3,1023.6
2022-11-27,12.4,24.8,0.0,267.0,6.8,1022.6
2022-11-28,14.4,20.9,0.0,96.0,10.1,1023.4
2022-11-29,11.0,19.0,0.0,87.0,10.6,1020.1
2022-11-30,8.4,19.8,0.0,101.0,8.0,1016.8
